"","reaction_type","sampleID","starting_quantity","Cycle_number","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"V257","all_products","19_D_128","NaN","P1","3628.024743","3610.327534","3619.826287","3609.023142","3610.087607","3602.392324","3598.871151","3601.447525","3599.544948","3603.928055","3599.628463","3596.513999","3593.658626","3601.960669","3604.108973","3600.67031","3598.45106","3602.466565","3600.482301","3607.064128","3601.178237","3603.703347","3602.040574","3601.771243","3601.163187","3601.891655","3603.664251","3605.956008","3595.577875","3605.713222","3604.888849","3605.674597","3602.181616","3609.694466","3617.572833","3620.454889","3635.002889","3661.245697","3698.263329","3759.483765"
"V258","all_products","35_D_224","NaN","P2","3663.700053","3641.933704","3641.454008","3637.9031","3635.732656","3631.887971","3627.965307","3634.232174","3626.49824","3626.84023","3627.10442","3619.502306","3626.544313","3621.293959","3627.721392","3632.138367","3621.801765","3623.561954","3628.665908","3629.85904","3621.960608","3625.991343","3627.400017","3626.206611","3626.958341","3626.507498","3627.416153","3628.221164","3629.778879","3634.246349","3634.807954","3635.037398","3636.939871","3639.719287","3651.090731","3659.647854","3691.843895","3730.212619","3786.405388","3859.937962"
"V259","all_products","70_D_428","NaN","P3","3742.901132","3708.091371","3707.953546","3706.40435","3702.122673","3697.866085","3696.820854","3697.110686","3697.032509","3695.454783","3696.022834","3693.591006","3694.891085","3695.027039","3697.816134","3699.932725","3696.388735","3700.019139","3703.409446","3700.968366","3697.713821","3699.582075","3700.009275","3698.788899","3697.894071","3695.111905","3700.812664","3702.308813","3697.964879","3699.768933","3707.177874","3703.630014","3700.884231","3704.31939","3707.61574","3704.706488","3708.22209","3713.848729","3720.476312","3730.569931"
"V260","all_products","242_D_1764","NaN","P4","3629.644153","3603.87033","3600.072535","3597.792545","3593.551557","3587.167229","3590.54295","3585.163649","3579.355328","3583.260711","3579.982525","3578.220554","3577.292107","3581.050768","3580.808311","3588.950508","3584.953015","3582.462388","3584.708843","3584.929835","3581.086837","3581.768533","3582.355705","3582.090908","3581.031374","3582.252096","3583.725438","3581.001836","3578.914896","3584.538776","3588.941973","3586.112298","3582.9941","3581.967179","3590.529645","3594.392612","3600.265501","3615.774551","3634.183802","3671.521151"
"V261","all_products","166_D_968","NaN","P5","3587.681337","3557.636901","3552.757362","3550.755358","3550.790475","3542.235053","3543.167996","3547.702253","3548.616215","3542.436572","3544.695674","3542.268475","3542.548057","3545.920705","3546.655353","3547.8813","3540.612082","3541.97902","3546.119353","3548.910734","3544.548558","3547.62293","3542.735863","3544.72682","3543.596509","3546.702951","3544.465718","3546.172593","3546.48305","3552.25794","3552.316178","3548.980769","3549.912186","3557.324849","3564.177656","3574.729033","3596.870742","3623.681059","3675.663233","3735.376256"
"V262","all_products","201_D_1272","NaN","P6","3559.152829","3533.974833","3530.175186","3529.72472","3521.601599","3518.956771","3518.122596","3517.754241","3519.703474","3516.888415","3516.812642","3511.218595","3511.117472","3514.682339","3517.028259","3521.250631","3515.564165","3513.864476","3519.411327","3516.043114","3511.984927","3514.117756","3511.370544","3515.738065","3513.697668","3514.879586","3517.612802","3516.294037","3512.03012","3521.144089","3518.700459","3518.99792","3517.079887","3524.654513","3530.359247","3542.982041","3557.701096","3587.468453","3624.322668","3686.432003"
"V263","all_products","209_D_1368","NaN","P7","3585.904486","3551.595297","3546.678978","3545.160237","3542.837949","3541.778857","3537.691482","3539.537852","3539.090842","3541.082127","3538.278543","3537.261353","3535.339284","3540.883079","3539.814249","3539.714949","3543.539881","3542.835861","3544.899711","3544.150659","3540.623585","3544.597078","3541.445429","3541.031916","3539.866196","3537.635247","3543.586579","3541.230421","3540.619136","3546.323382","3544.461313","3546.236502","3544.052899","3545.47074","3556.796391","3562.927627","3576.776168","3598.25941","3640.589721","3686.396489"
"V264","all_products","214_D_1428","NaN","P8","3558.368161","3530.80995","3526.030511","3525.568617","3519.797939","3521.082277","3519.075314","3513.951473","3515.826681","3515.207286","3509.707633","3512.381431","3515.005038","3517.468148","3517.502191","3518.402693","3513.70759","3517.846426","3513.67889","3512.792149","3514.415815","3516.658798","3516.311492","3515.86778","3515.595553","3515.83045","3514.288337","3518.062774","3521.062568","3517.291344","3517.73503","3517.682535","3515.170254","3520.662304","3528.11975","3531.260883","3543.616598","3555.229146","3585.340544","3625.355648"
"V265","all_products","236_D_1692","NaN","P9","3683.67827","3643.363891","3633.805127","3635.29176","3631.237459","3631.693199","3628.666061","3631.254938","3629.154673","3628.300226","3624.24132","3626.977953","3621.968053","3629.541634","3629.250142","3627.630935","3628.073683","3627.482","3625.944726","3628.623426","3630.930793","3627.393338","3626.153807","3628.963158","3625.936693","3629.895423","3630.076811","3628.388766","3627.858285","3627.560908","3633.111091","3627.759605","3630.42341","3629.827531","3635.704917","3638.064786","3646.869717","3654.143602","3666.475355","3687.362331"
"V266","all_products","245_D_1800","NaN","P10","3508.685266","3482.064193","3478.333302","3478.178932","3470.314693","3469.129318","3467.467464","3466.351899","3469.26158","3466.174612","3459.948703","3460.890545","3460.610786","3465.95261","3462.853396","3467.819426","3464.950988","3463.826419","3463.794348","3462.900263","3460.642874","3460.401348","3462.869704","3460.371641","3462.203221","3464.228937","3463.379929","3458.992259","3462.745092","3462.187231","3460.748269","3462.486744","3464.674314","3465.868797","3462.865637","3464.768934","3467.494984","3467.603135","3470.287023","3467.78808"
"V267","all_products","188_B_1198","NaN","P11","3692.26572","3647.448808","3646.24843","3638.138488","3635.736133","3637.365829","3635.111935","3632.51915","3628.214791","3629.958326","3628.305605","3623.475999","3623.687699","3625.289935","3626.479782","3627.494532","3627.821647","3630.10105","3623.155772","3624.64161","3627.352663","3623.889307","3619.104445","3625.868302","3623.150685","3627.085897","3627.489796","3633.13261","3629.195119","3625.578812","3621.796388","3626.706412","3629.549039","3631.812548","3630.530927","3633.001012","3640.338912","3647.620826","3659.447089","3681.712416"
"V268","all_products","250_D_1860","NaN","P12","3595.457488","3563.721444","3558.75527","3556.279122","3549.009197","3543.219138","3538.772906","3541.635874","3542.332936","3540.838172","3539.888368","3535.84056","3537.385606","3542.298122","3540.225201","3540.338758","3538.830033","3539.112714","3540.301732","3535.741564","3538.695646","3541.083814","3534.850369","3540.398382","3537.753337","3539.547435","3536.314253","3539.895885","3538.431309","3535.6194","3540.08208","3535.897341","3536.96992","3537.016443","3538.262379","3541.122178","3545.899636","3554.707277","3566.833598","3585.356912"
"V269","test1","NTC","NaN","P16","3578.402946","3538.041126","3527.652671","3523.360889","3521.997736","3519.912361","3514.57902","3516.228482","3513.018127","3507.301876","3508.556904","3507.999581","3504.341844","3509.542199","3508.541091","3505.603981","3506.77399","3507.131711","3507.114602","3509.192341","3508.859148","3507.246709","3510.595986","3510.211089","3508.571012","3509.954121","3508.616593","3505.219098","3504.245571","3504.269094","3503.948006","3504.339415","3503.525982","3504.337717","3506.565845","3503.231837","3502.438169","3502.895395","3499.411423","3502.864182"
"V270","test1","NTC","NaN","P17","3547.510556","3501.15177","3492.873118","3489.919875","3482.709082","3489.36358","3478.435138","3481.239414","3479.527266","3476.564798","3477.590495","3471.497623","3473.62339","3476.371445","3476.594848","3477.976058","3474.527301","3477.01152","3476.474196","3473.577367","3477.822826","3473.525755","3473.242496","3474.077377","3474.145048","3475.979537","3477.019698","3475.419073","3471.57267","3473.314921","3472.893187","3475.011598","3475.137909","3468.695641","3474.585574","3473.318592","3473.6439","3468.775685","3474.261377","3475.165911"
"V271","test1","NTC","NaN","P18","3511.956836","3474.2982","3474.216126","3469.090635","3467.025638","3465.472467","3459.057394","3456.161814","3456.627611","3454.336115","3454.266461","3454.403507","3450.492739","3453.459816","3451.058428","3448.971088","3451.687799","3452.263819","3450.198033","3448.669679","3451.027031","3450.436591","3450.639076","3455.486587","3452.865485","3451.4557","3453.110169","3452.258674","3451.199803","3450.987835","3454.788427","3448.79669","3448.215915","3448.217483","3449.255863","3448.519679","3450.149735","3450.683009","3445.852051","3452.228812"
"V272","all_products","NTC","NaN","P19","3441.665943","3425.473431","3432.980019","3428.496808","3423.365006","3426.70572","3420.256469","3424.144851","3419.354546","3416.558433","3420.164703","3415.658674","3408.64657","3412.124443","3408.478645","3406.668004","3408.85133","3408.03453","3411.469112","3405.628373","3409.257194","3408.467044","3413.51667","3411.063891","3408.905567","3407.318598","3412.716212","3408.184703","3406.65545","3412.838949","3406.292248","3411.495095","3404.692889","3406.040193","3405.898417","3406.067926","3406.354667","3403.93701","3406.854275","3407.325529"
"V273","all_products","NTC","NaN","P20","3423.075616","3394.263205","3386.954226","3385.918644","3386.772506","3379.435169","3376.500485","3378.630862","3374.33166","3375.414982","3376.790833","3375.413687","3374.433673","3378.35063","3381.362689","3380.960728","3379.499296","3379.706371","3378.118486","3380.505802","3375.755255","3377.821453","3378.052387","3381.506558","3375.930769","3378.50136","3378.905559","3381.291944","3380.92444","3378.173102","3378.984192","3379.857893","3374.578847","3379.065593","3376.260716","3376.652123","3381.684221","3380.98129","3377.35795","3381.302877"
"V274","all_products","NTC","NaN","P21","3335.458444","3312.965431","3305.515771","3298.046761","3296.084222","3289.538363","3287.220639","3287.002322","3284.965329","3283.630645","3279.159088","3275.81172","3272.015505","3272.847109","3274.544036","3272.940449","3276.889383","3273.06105","3272.177351","3271.182914","3270.629803","3271.655501","3267.594797","3270.373963","3268.670781","3267.648193","3272.474775","3271.149013","3265.320916","3268.30271","3263.936148","3263.145531","3260.369416","3262.792394","3260.95448","3258.470175","3254.836608","3260.008999","3260.130405","3262.011088"
"V275","all_products","NTC","NaN","P22","3415.022885","3384.251952","3381.261417","3377.686357","3371.88228","3369.541965","3363.662086","3362.125842","3359.817251","3350.670513","3353.90484","3347.636543","3345.393259","3346.784663","3346.077502","3343.521085","3342.076777","3342.559925","3343.086765","3344.350493","3342.733132","3340.152029","3345.330232","3345.761971","3341.062599","3342.766461","3344.092945","3345.401614","3339.55359","3340.537527","3339.025593","3343.012289","3346.976086","3339.34124","3343.028091","3337.185833","3336.312166","3340.253859","3338.378009","3340.668997"
"V276","all_products","NTC","NaN","P23","3420.724828","3391.420908","3389.402244","3381.32076","3378.231194","3376.731678","3370.958906","3372.187603","3369.082827","3367.622729","3368.444612","3368.460955","3360.745507","3366.910643","3369.124639","3364.407218","3368.58573","3362.921125","3363.372023","3363.124568","3360.870271","3361.808687","3362.140867","3366.524159","3362.90664","3360.960288","3363.379831","3360.231269","3355.685332","3361.570716","3355.739255","3361.66175","3359.238144","3354.340804","3359.829802","3358.726111","3353.973424","3360.494392","3355.995169","3358.189856"
"V277","all_products","NTC","NaN","P24","3434.272683","3412.320263","3415.907287","3410.656569","3408.624483","3404.300202","3399.626691","3396.7851","3395.672001","3392.510798","3392.603031","3391.110495","3389.862403","3388.371705","3392.57411","3391.300957","3387.975971","3381.744581","3386.524619","3384.355225","3381.445635","3385.904804","3385.135304","3391.281965","3385.611845","3387.632275","3382.136361","3384.845404","3383.26172","3385.957299","3382.029753","3384.207594","3380.835849","3380.61445","3383.697962","3381.608499","3382.019425","3377.755792","3385.097024","3387.745758"
